Incident Name,Page DateTime,Start DateTime,Incident Status,Location,Type,Cause,Counties,Acres Burned,Containment,Structures Threatened,Structures Destroyed,Structures Damaged,Civilian Injuries,Firefighter Injuries,Civilian Fatalities,Total Personnel,Engines,Water Tenders,Hand Crews,Other Resources,Administration Unit,Unified Command Agency(s)
Palisades Fire,Update on 01/12/2025 at 10:05 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23707.0,11%,12250.0,604.0,83.0,3.0,,2.0,4720.0,519.0,62.0,88.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/12/2025 at 10:04 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23707.0,11%,12250.0,604.0,83.0,3.0,,2.0,4720.0,519.0,62.0,88.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/12/2025 at 10:01 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23707.0,11%,12250.0,604.0,83.0,3.0,,2.0,4720.0,519.0,62.0,88.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/12/2025 at 6:33 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23707.0,11%,12250.0,604.0,83.0,3.0,,2.0,4720.0,519.0,62.0,88.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/12/2025 at 6:02 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,513.0,63.0,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 9:57 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,513.0,63.0,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 9:56 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,513.0,63.0,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 9:46 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,513.0,63.0,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 9:40 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,513.0,63.0,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 9:31 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,513.0,63.0,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 9:28 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,513.0,63.0,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 9:27 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,513.0,63.0,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 9:25 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,513.0,63.0,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 8:13 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,,,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 6:16 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,,,3.0,,2.0,4720.0,519.0,62.0,86.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 4:37 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23654.0,11%,12250.0,,,3.0,,2.0,3712.0,463.0,62.0,64.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 3:38 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,22660.0,11%,12250.0,,,3.0,,2.0,3712.0,463.0,62.0,64.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 1:20 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,22660.0,11%,12250.0,,,3.0,,2.0,3712.0,463.0,62.0,64.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/11/2025 at 1:02 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,22660.0,11%,12250.0,,,3.0,,2.0,3712.0,463.0,62.0,64.0,57.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
